Variable 1,Variable 2,Correlation,P-value
C4BHDL = Blood HDL Cholesterol (mg/dL),C4BTRIGL = Blood Triglycerides (mg/dL),-0.7303547556605702,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4BHDL = Blood HDL Cholesterol (mg/dL),-0.7303547556605702,0.0
C4P1F3S = BP (sitting) 3 systolic,C4P1F3D = BP (sitting) 3 diastolic,0.7141709909705138,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4P1F3S = BP (sitting) 3 systolic,0.7141709909705138,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4P1F3S = BP (sitting) 3 systolic,0.7088455314437316,0.0
C4P1F3S = BP (sitting) 3 systolic,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.7088455314437316,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4P1GS = Average BP (sitting) systolic,0.7083717757301745,0.0
C4P1GS = Average BP (sitting) systolic,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.7083717757301745,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73AFW = How many days per week do you do exercise/activity A?,0.7083365791180346,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AFD = How many times per day do you do exercise/activity A?,0.7083365791180346,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4P1GS = Average BP (sitting) systolic,0.7071319381113687,0.0
C4P1GS = Average BP (sitting) systolic,C4P1F2D = BP (sitting) 2 diastolic,0.7071319381113687,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4P1GS = Average BP (sitting) systolic,0.7063598986924461,0.0
C4P1GS = Average BP (sitting) systolic,C4P1F1D = BP (sitting) 1 diastolic,0.7063598986924461,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.7060168943395069,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.7060168943395069,0.0
C4P1GS = Average BP (sitting) systolic,C4P1F3D = BP (sitting) 3 diastolic,0.7048152115251028,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4P1GS = Average BP (sitting) systolic,0.7048152115251028,0.0
C4P1GS = Average BP (sitting) systolic,C4P1GD = Average BP (sitting) diastolic,0.7040594737953421,0.0
C4P1GD = Average BP (sitting) diastolic,C4P1GS = Average BP (sitting) systolic,0.7040594737953421,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.7037872982417281,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1F3D = BP (sitting) 3 diastolic,0.7037872982417281,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.7037475560351686,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1F2D = BP (sitting) 2 diastolic,0.7037475560351686,0.0
C4H73AI = What is the intensity of exercise/activity A?,C4H73AS = Seasonal exercise/activity A?,0.7014803941593639,0.0
C4H73AS = Seasonal exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,0.7014803941593639,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4P1F3S = BP (sitting) 3 systolic,0.699498627210759,0.0
C4P1F3S = BP (sitting) 3 systolic,C4P1F2D = BP (sitting) 2 diastolic,0.699498627210759,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.6984874468410109,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1F1D = BP (sitting) 1 diastolic,0.6984874468410109,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1GD = Average BP (sitting) diastolic,0.6956068652208935,0.0
C4P1GD = Average BP (sitting) diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.6956068652208935,0.0
C4P1GD = Average BP (sitting) diastolic,C4P1F3S = BP (sitting) 3 systolic,0.6955712876937804,0.0
C4P1F3S = BP (sitting) 3 systolic,C4P1GD = Average BP (sitting) diastolic,0.6955712876937804,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4P1F3S = BP (sitting) 3 systolic,0.6944826679554907,0.0
C4P1F3S = BP (sitting) 3 systolic,C4P1F1D = BP (sitting) 1 diastolic,0.6944826679554907,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CFD = How many times per day do you do exercise/activity C?,0.6941853152958543,0.0
C4H73CFD = How many times per day do you do exercise/activity C?,C4H73BFD = How many times per day do you do exercise/activity B?,0.6941853152958543,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C4H73BC = Exercise/Activity B – Coded,0.6903610085308661,0.0
C4H73BC = Exercise/Activity B – Coded,C4H73BFW = How many days per week do you do exercise/activity B?,0.6903610085308661,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4P1F2S = BP (sitting) 2 systolic,0.6815984929415495,0.0
C4P1F2S = BP (sitting) 2 systolic,C4P1F2D = BP (sitting) 2 diastolic,0.6815984929415495,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73BFW = How many days per week do you do exercise/activity B?,0.6802207703052089,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.6802207703052089,0.0
C4H73CI = What is the intensity of exercise/activity C?,C4H73BFD = How many times per day do you do exercise/activity B?,0.6799010671449799,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CI = What is the intensity of exercise/activity C?,0.6799010671449799,0.0
C4P1F2S = BP (sitting) 2 systolic,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,0.6764153679001669,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4P1F2S = BP (sitting) 2 systolic,0.6764153679001669,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4P1F2S = BP (sitting) 2 systolic,0.6720948592085138,0.0
C4P1F2S = BP (sitting) 2 systolic,C4P1F1D = BP (sitting) 1 diastolic,0.6720948592085138,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4P1F2S = BP (sitting) 2 systolic,0.6678986812303733,0.0
C4P1F2S = BP (sitting) 2 systolic,C4P1F3D = BP (sitting) 3 diastolic,0.6678986812303733,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73BFW = How many days per week do you do exercise/activity B?,0.6673383679476286,0.0
C4H73BFW = How many days per week do you do exercise/activity B?,C4H73CS = Seasonal exercise/activity C?,0.6673383679476286,0.0
C4H73CC = Exercise/Activity C – Coded,C4H73BFD = How many times per day do you do exercise/activity B?,0.6671930992314283,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,0.6671930992314283,0.0
C4P1GD = Average BP (sitting) diastolic,C4P1F2S = BP (sitting) 2 systolic,0.6656029304456312,0.0
C4P1F2S = BP (sitting) 2 systolic,C4P1GD = Average BP (sitting) diastolic,0.6656029304456312,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CFW = How many days per week do you do exercise/activity C?,0.6644032057806968,0.0
C4H73CFW = How many days per week do you do exercise/activity C?,C4H73BFD = How many times per day do you do exercise/activity B?,0.6644032057806968,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.6573753340464955,0.0
C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73BFD = How many times per day do you do exercise/activity B?,0.6573753340464955,0.0
C4H73BFD = How many times per day do you do exercise/activity B?,C4H73CS = Seasonal exercise/activity C?,0.6544055871173089,0.0
C4H73CS = Seasonal exercise/activity C?,C4H73BFD = How many times per day do you do exercise/activity B?,0.6544055871173089,0.0
C4H73AS = Seasonal exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.6428674167689225,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73AS = Seasonal exercise/activity A?,0.6428674167689225,0.0
C4H73AC = Exercise/Activity A – Coded,C4H73AFW = How many days per week do you do exercise/activity A?,0.6422961157115253,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AC = Exercise/Activity A – Coded,0.6422961157115253,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73EC = Exercise/Activity E – Coded,0.6331052275712862,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FFW = How many days per week do you do exercise/activity F?,0.6331052275712862,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73EC = Exercise/Activity E – Coded,0.6331051434970862,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FI = What is the intensity of exercise/activity F?,0.6331051434970862,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FC = Exercise/Activity F – Coded,0.633073101070608,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73EC = Exercise/Activity E – Coded,0.633073101070608,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FFD = How many times per day do you do exercise/activity F?,0.633071999280436,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73EC = Exercise/Activity E – Coded,0.633071999280436,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73EC = Exercise/Activity E – Coded,0.6330671202703008,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FS = Seasonal exercise/activity F?,0.6330671202703008,0.0
C4H73EC = Exercise/Activity E – Coded,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.6330451056504146,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73EC = Exercise/Activity E – Coded,0.6330451056504146,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73ES = Seasonal exercise/activity E?,0.6327506333653313,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FFD = How many times per day do you do exercise/activity F?,0.6327506333653313,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FS = Seasonal exercise/activity F?,0.6327460436038791,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73ES = Seasonal exercise/activity E?,0.6327460436038791,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.6327390843155095,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73ES = Seasonal exercise/activity E?,0.6327390843155095,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FFW = How many days per week do you do exercise/activity F?,0.6327298001501779,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73ES = Seasonal exercise/activity E?,0.6327298001501779,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FI = What is the intensity of exercise/activity F?,0.6327232955904984,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73ES = Seasonal exercise/activity E?,0.6327232955904984,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73ES = Seasonal exercise/activity E?,0.6327132105402947,0.0
C4H73ES = Seasonal exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,0.6327132105402947,0.0
C4H1P = Have you ever had cancer?,C1PA26 = Ever had cancer,0.6313384223986579,0.0
C1PA26 = Ever had cancer,C4H1P = Have you ever had cancer?,0.6313384223986579,0.0
total_physical_activity,C4H73AFD = How many times per day do you do exercise/activity A?,-0.630972165522164,0.0
C4H73AFD = How many times per day do you do exercise/activity A?,total_physical_activity,-0.630972165522164,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73EI = What is the intensity of exercise/activity E?,0.6296217803695866,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,0.6296217803695866,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FI = What is the intensity of exercise/activity F?,0.6296093455481113,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73EI = What is the intensity of exercise/activity E?,0.6296093455481113,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FS = Seasonal exercise/activity F?,0.6296040805520284,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73EI = What is the intensity of exercise/activity E?,0.6296040805520284,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.629598142207726,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73EI = What is the intensity of exercise/activity E?,0.629598142207726,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FFW = How many days per week do you do exercise/activity F?,0.6295957419059232,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73EI = What is the intensity of exercise/activity E?,0.6295957419059232,0.0
C4H73FS = Seasonal exercise/activity F?,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295854791842482,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73FS = Seasonal exercise/activity F?,0.6295854791842482,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4H73FFD = How many times per day do you do exercise/activity F?,0.6295817165633816,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73EI = What is the intensity of exercise/activity E?,0.6295817165633816,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295714883440432,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.6295714883440432,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73FI = What is the intensity of exercise/activity F?,0.6295494898220096,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295494898220096,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295492798291946,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73FFD = How many times per day do you do exercise/activity F?,0.6295492798291946,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,0.6295304676212915,0.0
C4H73FC = Exercise/Activity F – Coded,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295304676212915,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4H73EFD = How many times per day do you do exercise/activity E?,0.6295281890201548,0.0
