Variable 1,Variable 2,Spearman Correlation,P-value,N
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73EI = What is the intensity of exercise/activity E?,0.09500845441841388,1.721956789822654e-15,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FC = Exercise/Activity F – Coded,0.0721030710730133,1.589204089312091e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FS = Seasonal exercise/activity F?,0.07210403078771463,1.5884116709013772e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FFD = How many times per day do you do exercise/activity F?,0.07210348935671838,1.5888586729675147e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FFW = How many days per week do you do exercise/activity F?,0.07210293488654594,1.5893165671232245e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.07210300446686088,1.5892590990528212e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73FI = What is the intensity of exercise/activity F?,0.07210366224727563,1.5887159222794266e-09,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GC = Exercise/Activity G – Coded,0.045545600360075725,0.0001394221508407315,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GS = Seasonal exercise/activity G?,0.045545600360075725,0.0001394221508407315,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GFD = How many times per day do you do exercise/activity G?,0.04554571028204679,0.00013941696210580543,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GFW = How many days per week do you do exercise/activity G?,0.0455456624127035,0.00013941922169844143,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.04554561099765104,0.0001394216486987879,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H73GI = What is the intensity of exercise/activity G?,0.04554560157579824,0.00013942209345301225,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H60 = Have you now or in the past used tobacco regularly?,-0.17205282653728485,1.395482479254861e-47,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H61 = Have you ever smoked cigarettes regularly-that is, at least a few cigarettes every day?",-0.17212753791634972,1.2715324429013262e-47,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H61A = Do you currently smoke cigarettes regularly?,-0.18517370852261428,5.834479504935627e-55,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H62 = Since we last interviewed you, have you tried to quit smoking?",-0.18328078730214245,7.344230647620211e-54,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H63 = For how many years did you smoke regularly?,-0.15306683047591385,6.557941629039262e-38,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H64 = During this period, how many cigarettes did you smoke per day, on average?",-0.158425521568921,1.6074439613738876e-40,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H65 = How old were you the last time you smoked regularly?,-0.14755225972815705,2.5482373976039097e-35,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H66A = Do you currently smoke a pipe or cigars, or use snuff or chewing tobacco regularly?",-0.027885467585552548,0.01973043790852555,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",-0.1720938104866941,1.3260697742542113e-47,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",0.12463422510256175,1.3306322573100382e-25,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",-0.19134174473744434,1.2541659556127489e-58,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,0.17019532390741296,1.3904750825950449e-46,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,0.1973883484501474,2.3887577035350296e-62,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,-0.1774134979752239,1.582226100113237e-50,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,-0.047863362362047523,6.247730524118682e-05,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD59 = Sun AM Minutes To Fall Asleep,0.2299432143445542,1.5343348328778407e-84,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD510 = Sun AM How Difficult To Fall Asleep,0.011347805094629659,0.34282004485623674,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD511 = Sun AM How Many Times Did You Wake,0.1091506690272682,5.620272896063733e-20,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD512 = Sun AM Wake Because of Noise or Activity,0.22579593121520766,1.6554967259569274e-81,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",0.04646513530961216,0.00010183464771905385,6990
C4H73AFD = How many times per day do you do exercise/activity A?,"C4AD514 = Sun AM If Woke, Number of Times Left Bed",0.0831272360061827,3.3844083321105834e-12,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,-0.0030401829902063516,0.7993925493230786,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD516 = Sun AM Time Get Out of Bed,0.011642947559888142,0.33041329974678835,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD517 = Sun AM How Deeply Did You Sleep,-0.04839243163272671,5.175519759876963e-05,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD518 = Sun AM How Well Rested Do You Feel,0.10084550808155412,2.8794034440556864e-17,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD519 = Sun AM How Alert Do You Feel,0.09304739002190873,6.447793240234422e-15,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4AD520 = Sun AM Overall Quality of Sleep,-0.024812978297887357,0.038035897943273,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WA1SLT = Active 1 Sleep Time,0.11045325726616376,2.0200350616107672e-20,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WA1PSL = Active 1 % Sleep Time,0.13647045312315959,2.0616370875686243e-30,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WA1SLB = Active 1 # Sleep Bouts,-0.02533585264512418,0.0341584695931852,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WA1ASB = Active 1 Avg Sleep Bouts,0.21827180086705641,3.6864917625039743e-76,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WS2SLT = Sleep 2 Sleep Time,0.1803140140930565,3.679395462993344e-52,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WS2PSL = Sleep 2 % Sleep Time,-0.1256007991737397,5.596340681608385e-26,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WS2SLB = Sleep 2 # Sleep Bouts,0.270537871744866,1.625809053073837e-117,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4WS2ASB = Sleep 2 Avg Sleep Bouts,-0.09713365816885991,3.992933698617459e-16,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4BCHOL = Blood Total Cholesterol (mg/dL),0.03564188536961145,0.002879688066510203,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4BHDL = Blood HDL Cholesterol (mg/dL),-0.3443776736421495,7.652319786213044e-194,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4BLDL = Blood LDL Cholesterol (mg/dL),0.09686923417065149,4.797602194991317e-16,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.32666332829201866,1.716503793945499e-173,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1I = Have you ever had diabetes?,0.15047801220999701,1.108230122160726e-36,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4BHA1C = Blood Hemoglobin A1c %,-0.17534781280914427,2.215913140133706e-49,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1B = Have you ever had high blood pressure?,-0.0135920215278666,0.2558616613653269,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4P1GS = Average BP (sitting) systolic,0.18472311913247383,1.0688594893625896e-54,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4P1GD = Average BP (sitting) diastolic,0.19195856212673848,5.303091928174979e-59,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C1PA26 = Ever had cancer,0.12475825891338593,1.1911148248410657e-25,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C1PA28AA = Age breast cancer diagnosed,-0.006065468504577116,0.6121373725609497,6990
C4H73AFD = How many times per day do you do exercise/activity A?,C4H1P = Have you ever had cancer?,0.2392743541411331,1.3733512239044328e-91,6990
C4H73AFD = How many times per day do you do exercise/activity A?,Family history of breast cancer,0.07270008088587146,1.1638600482590985e-09,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,0.5347924671706202,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,0.6435571744319687,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BC = Exercise/Activity B – Coded,0.4637942615772137,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BS = Seasonal exercise/activity B?,0.499158214305618,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BFD = How many times per day do you do exercise/activity B?,0.4690499310970651,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BFW = How many days per week do you do exercise/activity B?,0.4126983238264924,1.0906739096537815e-285,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,0.4878083778676039,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73BI = What is the intensity of exercise/activity B?,0.49651401009676055,0.0,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CC = Exercise/Activity C – Coded,0.30191988504335165,2.89499656773774e-147,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CS = Seasonal exercise/activity C?,0.35218385281648673,3.0473054700243903e-203,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CFD = How many times per day do you do exercise/activity C?,0.3167320116934348,1.1577330812123015e-162,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CFW = How many days per week do you do exercise/activity C?,0.32641711839794674,3.2217175293330223e-173,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,0.3479134889644815,4.564039370757906e-198,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73CI = What is the intensity of exercise/activity C?,0.32076371391868674,5.211622537579181e-167,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DC = Exercise/Activity D – Coded,0.22117265537396935,3.3761748766019294e-78,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DS = Seasonal exercise/activity D?,0.22469084582147777,1.0395265184339893e-80,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DFD = How many times per day do you do exercise/activity D?,0.22314867356815432,1.3278047569223381e-79,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DFW = How many days per week do you do exercise/activity D?,0.2212775840702297,2.845426802308733e-78,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,0.22288518427977133,2.0479249730419606e-79,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73DI = What is the intensity of exercise/activity D?,0.22265036028814256,3.01172760352948e-79,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73EC = Exercise/Activity E – Coded,0.10387130636620329,3.1397633370617243e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73ES = Seasonal exercise/activity E?,0.10454731279624743,1.896743886779628e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73EFD = How many times per day do you do exercise/activity E?,0.10359273424872893,3.860873556209064e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73EFW = How many days per week do you do exercise/activity E?,0.10273627229082107,7.264960860502837e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.10455448870552539,1.886590165482113e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73EI = What is the intensity of exercise/activity E?,0.10375498457017458,3.4230929312772007e-18,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FC = Exercise/Activity F – Coded,0.08693730654230991,3.3138448062524726e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FS = Seasonal exercise/activity F?,0.0868016917080782,3.605880857248853e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FFD = How many times per day do you do exercise/activity F?,0.08657534296186034,4.150553201489651e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FFW = How many days per week do you do exercise/activity F?,0.0865598555780812,4.1906416550614723e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.08659671317100512,4.0958548609187293e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73FI = What is the intensity of exercise/activity F?,0.08625869177346523,5.050240978565424e-13,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73GC = Exercise/Activity G – Coded,0.047943981147667354,6.071769194390248e-05,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73GS = Seasonal exercise/activity G?,0.047943981147667354,6.071769194390248e-05,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73GFD = How many times per day do you do exercise/activity G?,0.04801227034180701,5.926399096280063e-05,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73GFW = How many days per week do you do exercise/activity G?,0.04797859765123177,5.9976628043527716e-05,6990
C4H73AFW = How many days per week do you do exercise/activity A?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.04795362846747854,6.05102972467846e-05,6990
